,Vendedor,Fecha,Modelo,Cantidad,Precio Unitario,Descuento,Subtotal,I.V.A,Total
585,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
602,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
619,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
636,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
653,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
670,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
687,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
704,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
721,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
738,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
755,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
772,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
789,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
806,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
823,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
840,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
857,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
874,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
891,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
908,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
925,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
942,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
959,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
976,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
993,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
1010,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
1027,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
1044,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
1061,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
1078,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
1095,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
1112,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
1129,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
1146,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
1163,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
1180,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
1197,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
1214,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
1231,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
1248,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
1265,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
1282,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
1299,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
1316,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
1333,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
1350,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
1366,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
1383,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
1400,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
1417,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
1434,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
1451,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
1468,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
1485,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
1502,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
1519,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
1536,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
1553,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
1570,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
1587,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
1604,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
1621,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
1638,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
1655,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
1672,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
1689,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
1706,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
1723,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
1740,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
1757,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
1774,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
1791,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
1808,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
1825,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
1842,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
1859,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
1876,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
1893,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
1910,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
1927,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
1944,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
1961,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
1978,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
1995,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
2012,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
2029,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
2046,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
2063,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
2080,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
2097,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
2114,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
2131,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
2148,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
2165,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
2182,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
2199,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
2216,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
2233,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
2250,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
2267,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
2284,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
2301,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
2318,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
2335,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
2352,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
2369,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
2386,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
2403,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
2420,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
2437,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
2454,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
2471,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
2488,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
2505,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
2522,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
2539,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
2556,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
2573,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
2590,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
2607,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
2624,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
2641,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
2658,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
2675,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
2692,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
2709,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
2726,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
2743,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
2760,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
2777,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
2794,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
2811,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
2828,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
2845,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
2862,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
2879,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
2896,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
2913,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
2930,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
2947,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
2964,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
2981,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
2998,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
3015,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
3032,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
3049,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
3065,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
3082,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
3099,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
3116,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
3133,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
3150,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
3167,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
3184,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
3201,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
3218,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
3235,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
3252,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
3269,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
3286,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
3303,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
3320,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
3337,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
3354,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
3371,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
3388,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
3405,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
3422,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
3439,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
3456,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
3473,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
3490,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
3507,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
3524,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
3541,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
3558,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
3575,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
3592,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
3609,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
3626,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
3643,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
3660,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
3677,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
3694,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
3711,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
3728,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
3745,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
3762,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
3779,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
3796,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
3813,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
3830,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
3847,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
3864,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
3881,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
3898,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
3915,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
3932,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
3949,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
3966,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
3983,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
4000,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
4017,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
4034,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
4051,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
4068,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
4085,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
4102,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
4119,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
4136,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
4153,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
4170,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
4187,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
4204,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
4221,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
4238,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
4255,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
4272,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
4289,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
4306,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
4323,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
4340,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
4357,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
4374,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
4391,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
4408,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
4425,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
4442,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
4459,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
4476,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
4493,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
4510,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
4527,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
4544,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
4561,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
4578,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
4595,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
4612,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
4629,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
4646,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
4663,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
4680,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
4697,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
4714,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
4731,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
4748,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
4764,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
4781,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
4798,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
4815,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
4832,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
4849,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
4866,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
4883,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
4900,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
4917,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
4934,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
4951,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
4968,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
4985,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
5002,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
5019,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
5036,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
5053,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
5070,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
5087,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
5104,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
5121,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
5138,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
5155,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
5172,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
5189,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
5206,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
5223,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
5240,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
5257,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
5274,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
5291,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
5308,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
5325,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
5342,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
5359,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
5376,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
5393,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
5410,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
5427,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
5444,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
5461,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
5478,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
5495,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
5512,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
5529,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
5546,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
5563,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
5580,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
5597,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
5614,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
5631,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
5648,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
5665,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
5682,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
5699,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
5716,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
5733,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
5750,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
5767,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
5784,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
5801,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
5818,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
5835,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
5852,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
5869,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
5886,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
5903,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
5920,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
5937,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
5954,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
5971,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
5988,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
6005,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
6022,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
6039,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
6056,Jose,25/08/2006,Deportivo,2,1368900,,2340,538.2,2878.2
