,Vendedor,Fecha,Modelo,Cantidad,Precio Unitario,Descuento,Subtotal,I.V.A,Total
461,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
478,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
495,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
512,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
529,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
546,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
563,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
580,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
597,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
614,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
631,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
648,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
665,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
682,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
699,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
716,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
733,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
750,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
767,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
784,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
801,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
818,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
835,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
852,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
869,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
886,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
903,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
920,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
937,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
954,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
971,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
988,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
1005,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
1022,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
1039,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
1056,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
1073,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
1090,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
1107,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
1124,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
1141,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
1158,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
1175,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
1192,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
1209,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
1226,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
1243,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
1260,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
1277,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
1294,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
1311,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
1328,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
1345,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
1361,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
1378,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
1395,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
1412,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
1429,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
1446,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
1463,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
1480,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
1497,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
1514,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
1531,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
1548,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
1565,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
1582,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
1599,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
1616,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
1633,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
1650,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
1667,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
1684,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
1701,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
1718,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
1735,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
1752,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
1769,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
1786,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
1803,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
1820,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
1837,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
1854,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
1871,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
1888,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
1905,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
1922,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
1939,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
1956,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
1973,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
1990,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
2007,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
2024,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
2041,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
2058,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
2075,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
2092,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
2109,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
2126,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
2143,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
2160,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
2177,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
2194,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
2211,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
2228,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
2245,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
2262,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
2279,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
2296,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
2313,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
2330,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
2347,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
2364,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
2381,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
2398,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
2415,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
2432,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
2449,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
2466,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
2483,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
2500,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
2517,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
2534,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
2551,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
2568,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
2585,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
2602,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
2619,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
2636,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
2653,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
2670,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
2687,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
2704,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
2721,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
2738,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
2755,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
2772,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
2789,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
2806,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
2823,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
2840,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
2857,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
2874,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
2891,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
2908,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
2925,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
2942,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
2959,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
2976,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
2993,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
3010,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
3027,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
3044,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
3060,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
3077,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
3094,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
3111,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
3128,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
3145,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
3162,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
3179,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
3196,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
3213,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
3230,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
3247,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
3264,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
3281,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
3298,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
3315,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
3332,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
3349,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
3366,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
3383,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
3400,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
3417,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
3434,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
3451,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
3468,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
3485,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
3502,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
3519,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
3536,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
3553,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
3570,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
3587,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
3604,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
3621,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
3638,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
3655,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
3672,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
3689,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
3706,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
3723,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
3740,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
3757,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
3774,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
3791,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
3808,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
3825,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
3842,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
3859,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
3876,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
3893,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
3910,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
3927,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
3944,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
3961,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
3978,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
3995,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
4012,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
4029,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
4046,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
4063,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
4080,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
4097,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
4114,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
4131,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
4148,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
4165,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
4182,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
4199,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
4216,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
4233,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
4250,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
4267,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
4284,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
4301,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
4318,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
4335,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
4352,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
4369,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
4386,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
4403,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
4420,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
4437,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
4454,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
4471,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
4488,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
4505,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
4522,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
4539,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
4556,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
4573,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
4590,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
4607,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
4624,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
4641,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
4658,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
4675,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
4692,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
4709,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
4726,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
4743,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
4759,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
4776,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
4793,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
4810,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
4827,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
4844,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
4861,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
4878,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
4895,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
4912,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
4929,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
4946,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
4963,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
4980,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
4997,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
5014,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
5031,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
5048,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
5065,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
5082,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
5099,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
5116,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
5133,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
5150,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
5167,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
5184,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
5201,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
5218,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
5235,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
5252,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
5269,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
5286,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
5303,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
5320,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
5337,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
5354,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
5371,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
5388,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
5405,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
5422,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
5439,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
5456,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
5473,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
5490,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
5507,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
5524,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
5541,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
5558,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
5575,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
5592,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
5609,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
5626,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
5643,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
5660,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
5677,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
5694,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
5711,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
5728,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
5745,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
5762,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
5779,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
5796,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
5813,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
5830,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
5847,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
5864,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
5881,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
5898,Pedro,18/07/2006,Sandalia,2,122500,35.0,630,144.9,774.9
